Original,Target,Manipulation,Description
0282.mp4/0377.mp4/0428.mp4,0126.mp4,fake_video/0126_0282_0377_0428.mp4,"Change the face after combining 4 face parts(face: 0126.mp4, eyes: 0282.mp4, nose: 0377.mp4, mouth: 0428.mp4)"
0123.mp4/0529.mp4/0363.mp4,0127.mp4,fake_video/0127_0123_0529_0363.mp4,"Change the face after combining 4 face parts(face: 0127.mp4, eyes: 0123.mp4, nose: 0529.mp4, mouth: 0363.mp4)"
0367.mp4/0209.mp4/0387.mp4,0128.mp4,fake_video/0128_0367_0209_0387.mp4,"Change the face after combining 4 face parts(face: 0128.mp4, eyes: 0367.mp4, nose: 0209.mp4, mouth: 0387.mp4)"
0552.mp4/0182.mp4/0479.mp4,0129.mp4,fake_video/0129_0552_0182_0479.mp4,"Change the face after combining 4 face parts(face: 0129.mp4, eyes: 0552.mp4, nose: 0182.mp4, mouth: 0479.mp4)"
0007.mp4/0562.mp4/0102.mp4,0130.mp4,fake_video/0130_0007_0562_0102.mp4,"Change the face after combining 4 face parts(face: 0130.mp4, eyes: 0007.mp4, nose: 0562.mp4, mouth: 0102.mp4)"
0034.mp4/0528.mp4/0331.mp4,0131.mp4,fake_video/0131_0034_0528_0331.mp4,"Change the face after combining 4 face parts(face: 0131.mp4, eyes: 0034.mp4, nose: 0528.mp4, mouth: 0331.mp4)"
0498.mp4/0246.mp4/0166.mp4,0132.mp4,fake_video/0132_0498_0246_0166.mp4,"Change the face after combining 4 face parts(face: 0132.mp4, eyes: 0498.mp4, nose: 0246.mp4, mouth: 0166.mp4)"
0563.mp4/0547.mp4/0142.mp4,0133.mp4,fake_video/0133_0563_0547_0142.mp4,"Change the face after combining 4 face parts(face: 0133.mp4, eyes: 0563.mp4, nose: 0547.mp4, mouth: 0142.mp4)"
0472.mp4/0449.mp4/0183.mp4,0134.mp4,fake_video/0134_0472_0449_0183.mp4,"Change the face after combining 4 face parts(face: 0134.mp4, eyes: 0472.mp4, nose: 0449.mp4, mouth: 0183.mp4)"
0467.mp4/0063.mp4/0016.mp4,0135.mp4,fake_video/0135_0467_0063_0016.mp4,"Change the face after combining 4 face parts(face: 0135.mp4, eyes: 0467.mp4, nose: 0063.mp4, mouth: 0016.mp4)"
0399.mp4/0365.mp4/0578.mp4,0136.mp4,fake_video/0136_0399_0365_0578.mp4,"Change the face after combining 4 face parts(face: 0136.mp4, eyes: 0399.mp4, nose: 0365.mp4, mouth: 0578.mp4)"
0143.mp4/0511.mp4/0435.mp4,0137.mp4,fake_video/0137_0143_0511_0435.mp4,"Change the face after combining 4 face parts(face: 0137.mp4, eyes: 0143.mp4, nose: 0511.mp4, mouth: 0435.mp4)"
0548.mp4/0584.mp4/0362.mp4,0138.mp4,fake_video/0138_0548_0584_0362.mp4,"Change the face after combining 4 face parts(face: 0138.mp4, eyes: 0548.mp4, nose: 0584.mp4, mouth: 0362.mp4)"
0016.mp4/0023.mp4/0120.mp4,0139.mp4,fake_video/0139_0016_0023_0120.mp4,"Change the face after combining 4 face parts(face: 0139.mp4, eyes: 0016.mp4, nose: 0023.mp4, mouth: 0120.mp4)"
0175.mp4/0166.mp4/0311.mp4,0140.mp4,fake_video/0140_0175_0166_0311.mp4,"Change the face after combining 4 face parts(face: 0140.mp4, eyes: 0175.mp4, nose: 0166.mp4, mouth: 0311.mp4)"
0138.mp4/0192.mp4/0002.mp4,0141.mp4,fake_video/0141_0138_0192_0002.mp4,"Change the face after combining 4 face parts(face: 0141.mp4, eyes: 0138.mp4, nose: 0192.mp4, mouth: 0002.mp4)"
0296.mp4/0326.mp4/0068.mp4,0142.mp4,fake_video/0142_0296_0326_0068.mp4,"Change the face after combining 4 face parts(face: 0142.mp4, eyes: 0296.mp4, nose: 0326.mp4, mouth: 0068.mp4)"
0365.mp4/0138.mp4/0351.mp4,0143.mp4,fake_video/0143_0365_0138_0351.mp4,"Change the face after combining 4 face parts(face: 0143.mp4, eyes: 0365.mp4, nose: 0138.mp4, mouth: 0351.mp4)"
0187.mp4/0313.mp4/0340.mp4,0144.mp4,fake_video/0144_0187_0313_0340.mp4,"Change the face after combining 4 face parts(face: 0144.mp4, eyes: 0187.mp4, nose: 0313.mp4, mouth: 0340.mp4)"
0401.mp4/0359.mp4/0526.mp4,0145.mp4,fake_video/0145_0401_0359_0526.mp4,"Change the face after combining 4 face parts(face: 0145.mp4, eyes: 0401.mp4, nose: 0359.mp4, mouth: 0526.mp4)"
0491.mp4/0016.mp4/0025.mp4,0146.mp4,fake_video/0146_0491_0016_0025.mp4,"Change the face after combining 4 face parts(face: 0146.mp4, eyes: 0491.mp4, nose: 0016.mp4, mouth: 0025.mp4)"
0038.mp4/0123.mp4/0162.mp4,0147.mp4,fake_video/0147_0038_0123_0162.mp4,"Change the face after combining 4 face parts(face: 0147.mp4, eyes: 0038.mp4, nose: 0123.mp4, mouth: 0162.mp4)"
0046.mp4/0150.mp4/0258.mp4,0148.mp4,fake_video/0148_0046_0150_0258.mp4,"Change the face after combining 4 face parts(face: 0148.mp4, eyes: 0046.mp4, nose: 0150.mp4, mouth: 0258.mp4)"
0016.mp4/0486.mp4/0365.mp4,0149.mp4,fake_video/0149_0016_0486_0365.mp4,"Change the face after combining 4 face parts(face: 0149.mp4, eyes: 0016.mp4, nose: 0486.mp4, mouth: 0365.mp4)"
0139.mp4/0020.mp4/0511.mp4,0150.mp4,fake_video/0150_0139_0020_0511.mp4,"Change the face after combining 4 face parts(face: 0150.mp4, eyes: 0139.mp4, nose: 0020.mp4, mouth: 0511.mp4)"
0415.mp4/0114.mp4/0203.mp4,0151.mp4,fake_video/0151_0415_0114_0203.mp4,"Change the face after combining 4 face parts(face: 0151.mp4, eyes: 0415.mp4, nose: 0114.mp4, mouth: 0203.mp4)"
0248.mp4/0066.mp4/0405.mp4,0152.mp4,fake_video/0152_0248_0066_0405.mp4,"Change the face after combining 4 face parts(face: 0152.mp4, eyes: 0248.mp4, nose: 0066.mp4, mouth: 0405.mp4)"
0568.mp4/0204.mp4/0167.mp4,0153.mp4,fake_video/0153_0568_0204_0167.mp4,"Change the face after combining 4 face parts(face: 0153.mp4, eyes: 0568.mp4, nose: 0204.mp4, mouth: 0167.mp4)"
0101.mp4/0318.mp4/0175.mp4,0154.mp4,fake_video/0154_0101_0318_0175.mp4,"Change the face after combining 4 face parts(face: 0154.mp4, eyes: 0101.mp4, nose: 0318.mp4, mouth: 0175.mp4)"
0041.mp4/0424.mp4/0189.mp4,0155.mp4,fake_video/0155_0041_0424_0189.mp4,"Change the face after combining 4 face parts(face: 0155.mp4, eyes: 0041.mp4, nose: 0424.mp4, mouth: 0189.mp4)"
0277.mp4/0269.mp4/0168.mp4,0156.mp4,fake_video/0156_0277_0269_0168.mp4,"Change the face after combining 4 face parts(face: 0156.mp4, eyes: 0277.mp4, nose: 0269.mp4, mouth: 0168.mp4)"
0503.mp4/0356.mp4/0561.mp4,0157.mp4,fake_video/0157_0503_0356_0561.mp4,"Change the face after combining 4 face parts(face: 0157.mp4, eyes: 0503.mp4, nose: 0356.mp4, mouth: 0561.mp4)"
0121.mp4/0223.mp4/0520.mp4,0158.mp4,fake_video/0158_0121_0223_0520.mp4,"Change the face after combining 4 face parts(face: 0158.mp4, eyes: 0121.mp4, nose: 0223.mp4, mouth: 0520.mp4)"
0491.mp4/0344.mp4/0283.mp4,0159.mp4,fake_video/0159_0491_0344_0283.mp4,"Change the face after combining 4 face parts(face: 0159.mp4, eyes: 0491.mp4, nose: 0344.mp4, mouth: 0283.mp4)"
0055.mp4/0242.mp4/0414.mp4,0160.mp4,fake_video/0160_0055_0242_0414.mp4,"Change the face after combining 4 face parts(face: 0160.mp4, eyes: 0055.mp4, nose: 0242.mp4, mouth: 0414.mp4)"
0506.mp4/0403.mp4/0216.mp4,0161.mp4,fake_video/0161_0506_0403_0216.mp4,"Change the face after combining 4 face parts(face: 0161.mp4, eyes: 0506.mp4, nose: 0403.mp4, mouth: 0216.mp4)"
0575.mp4/0176.mp4/0379.mp4,0162.mp4,fake_video/0162_0575_0176_0379.mp4,"Change the face after combining 4 face parts(face: 0162.mp4, eyes: 0575.mp4, nose: 0176.mp4, mouth: 0379.mp4)"
0307.mp4/0363.mp4/0252.mp4,0163.mp4,fake_video/0163_0307_0363_0252.mp4,"Change the face after combining 4 face parts(face: 0163.mp4, eyes: 0307.mp4, nose: 0363.mp4, mouth: 0252.mp4)"
0274.mp4/0329.mp4/0372.mp4,0164.mp4,fake_video/0164_0274_0329_0372.mp4,"Change the face after combining 4 face parts(face: 0164.mp4, eyes: 0274.mp4, nose: 0329.mp4, mouth: 0372.mp4)"
0534.mp4/0250.mp4/0587.mp4,0165.mp4,fake_video/0165_0534_0250_0587.mp4,"Change the face after combining 4 face parts(face: 0165.mp4, eyes: 0534.mp4, nose: 0250.mp4, mouth: 0587.mp4)"
0203.mp4/0355.mp4/0331.mp4,0166.mp4,fake_video/0166_0203_0355_0331.mp4,"Change the face after combining 4 face parts(face: 0166.mp4, eyes: 0203.mp4, nose: 0355.mp4, mouth: 0331.mp4)"
0175.mp4/0481.mp4/0491.mp4,0167.mp4,fake_video/0167_0175_0481_0491.mp4,"Change the face after combining 4 face parts(face: 0167.mp4, eyes: 0175.mp4, nose: 0481.mp4, mouth: 0491.mp4)"
0505.mp4/0237.mp4/0186.mp4,0168.mp4,fake_video/0168_0505_0237_0186.mp4,"Change the face after combining 4 face parts(face: 0168.mp4, eyes: 0505.mp4, nose: 0237.mp4, mouth: 0186.mp4)"
0251.mp4/0408.mp4/0126.mp4,0169.mp4,fake_video/0169_0251_0408_0126.mp4,"Change the face after combining 4 face parts(face: 0169.mp4, eyes: 0251.mp4, nose: 0408.mp4, mouth: 0126.mp4)"
0299.mp4/0457.mp4/0117.mp4,0170.mp4,fake_video/0170_0299_0457_0117.mp4,"Change the face after combining 4 face parts(face: 0170.mp4, eyes: 0299.mp4, nose: 0457.mp4, mouth: 0117.mp4)"
0389.mp4/0521.mp4/0193.mp4,0171.mp4,fake_video/0171_0389_0521_0193.mp4,"Change the face after combining 4 face parts(face: 0171.mp4, eyes: 0389.mp4, nose: 0521.mp4, mouth: 0193.mp4)"
0570.mp4/0186.mp4/0173.mp4,0172.mp4,fake_video/0172_0570_0186_0173.mp4,"Change the face after combining 4 face parts(face: 0172.mp4, eyes: 0570.mp4, nose: 0186.mp4, mouth: 0173.mp4)"
0058.mp4/0567.mp4/0501.mp4,0173.mp4,fake_video/0173_0058_0567_0501.mp4,"Change the face after combining 4 face parts(face: 0173.mp4, eyes: 0058.mp4, nose: 0567.mp4, mouth: 0501.mp4)"
0087.mp4/0134.mp4/0487.mp4,0174.mp4,fake_video/0174_0087_0134_0487.mp4,"Change the face after combining 4 face parts(face: 0174.mp4, eyes: 0087.mp4, nose: 0134.mp4, mouth: 0487.mp4)"
0009.mp4/0463.mp4/0125.mp4,0175.mp4,fake_video/0175_0009_0463_0125.mp4,"Change the face after combining 4 face parts(face: 0175.mp4, eyes: 0009.mp4, nose: 0463.mp4, mouth: 0125.mp4)"
0462.mp4/0102.mp4/0215.mp4,0176.mp4,fake_video/0176_0462_0102_0215.mp4,"Change the face after combining 4 face parts(face: 0176.mp4, eyes: 0462.mp4, nose: 0102.mp4, mouth: 0215.mp4)"
0113.mp4/0298.mp4/0290.mp4,0177.mp4,fake_video/0177_0113_0298_0290.mp4,"Change the face after combining 4 face parts(face: 0177.mp4, eyes: 0113.mp4, nose: 0298.mp4, mouth: 0290.mp4)"
0504.mp4/0284.mp4/0170.mp4,0178.mp4,fake_video/0178_0504_0284_0170.mp4,"Change the face after combining 4 face parts(face: 0178.mp4, eyes: 0504.mp4, nose: 0284.mp4, mouth: 0170.mp4)"
0534.mp4/0523.mp4/0205.mp4,0179.mp4,fake_video/0179_0534_0523_0205.mp4,"Change the face after combining 4 face parts(face: 0179.mp4, eyes: 0534.mp4, nose: 0523.mp4, mouth: 0205.mp4)"
0053.mp4/0538.mp4/0355.mp4,0180.mp4,fake_video/0180_0053_0538_0355.mp4,"Change the face after combining 4 face parts(face: 0180.mp4, eyes: 0053.mp4, nose: 0538.mp4, mouth: 0355.mp4)"
0023.mp4/0242.mp4/0015.mp4,0181.mp4,fake_video/0181_0023_0242_0015.mp4,"Change the face after combining 4 face parts(face: 0181.mp4, eyes: 0023.mp4, nose: 0242.mp4, mouth: 0015.mp4)"
0226.mp4/0255.mp4/0029.mp4,0182.mp4,fake_video/0182_0226_0255_0029.mp4,"Change the face after combining 4 face parts(face: 0182.mp4, eyes: 0226.mp4, nose: 0255.mp4, mouth: 0029.mp4)"
0029.mp4/0455.mp4/0181.mp4,0183.mp4,fake_video/0183_0029_0455_0181.mp4,"Change the face after combining 4 face parts(face: 0183.mp4, eyes: 0029.mp4, nose: 0455.mp4, mouth: 0181.mp4)"
0379.mp4/0520.mp4/0460.mp4,0184.mp4,fake_video/0184_0379_0520_0460.mp4,"Change the face after combining 4 face parts(face: 0184.mp4, eyes: 0379.mp4, nose: 0520.mp4, mouth: 0460.mp4)"
0193.mp4/0338.mp4/0431.mp4,0185.mp4,fake_video/0185_0193_0338_0431.mp4,"Change the face after combining 4 face parts(face: 0185.mp4, eyes: 0193.mp4, nose: 0338.mp4, mouth: 0431.mp4)"
0566.mp4/0077.mp4/0161.mp4,0186.mp4,fake_video/0186_0566_0077_0161.mp4,"Change the face after combining 4 face parts(face: 0186.mp4, eyes: 0566.mp4, nose: 0077.mp4, mouth: 0161.mp4)"
0575.mp4/0118.mp4/0101.mp4,0187.mp4,fake_video/0187_0575_0118_0101.mp4,"Change the face after combining 4 face parts(face: 0187.mp4, eyes: 0575.mp4, nose: 0118.mp4, mouth: 0101.mp4)"
0319.mp4/0363.mp4/0016.mp4,0188.mp4,fake_video/0188_0319_0363_0016.mp4,"Change the face after combining 4 face parts(face: 0188.mp4, eyes: 0319.mp4, nose: 0363.mp4, mouth: 0016.mp4)"
0394.mp4/0035.mp4/0483.mp4,0189.mp4,fake_video/0189_0394_0035_0483.mp4,"Change the face after combining 4 face parts(face: 0189.mp4, eyes: 0394.mp4, nose: 0035.mp4, mouth: 0483.mp4)"
0196.mp4/0508.mp4/0141.mp4,0190.mp4,fake_video/0190_0196_0508_0141.mp4,"Change the face after combining 4 face parts(face: 0190.mp4, eyes: 0196.mp4, nose: 0508.mp4, mouth: 0141.mp4)"
0214.mp4/0317.mp4/0378.mp4,0191.mp4,fake_video/0191_0214_0317_0378.mp4,"Change the face after combining 4 face parts(face: 0191.mp4, eyes: 0214.mp4, nose: 0317.mp4, mouth: 0378.mp4)"
0014.mp4/0238.mp4/0313.mp4,0192.mp4,fake_video/0192_0014_0238_0313.mp4,"Change the face after combining 4 face parts(face: 0192.mp4, eyes: 0014.mp4, nose: 0238.mp4, mouth: 0313.mp4)"
0526.mp4/0264.mp4/0134.mp4,0193.mp4,fake_video/0193_0526_0264_0134.mp4,"Change the face after combining 4 face parts(face: 0193.mp4, eyes: 0526.mp4, nose: 0264.mp4, mouth: 0134.mp4)"
0164.mp4/0313.mp4/0324.mp4,0194.mp4,fake_video/0194_0164_0313_0324.mp4,"Change the face after combining 4 face parts(face: 0194.mp4, eyes: 0164.mp4, nose: 0313.mp4, mouth: 0324.mp4)"
0042.mp4/0171.mp4/0399.mp4,0195.mp4,fake_video/0195_0042_0171_0399.mp4,"Change the face after combining 4 face parts(face: 0195.mp4, eyes: 0042.mp4, nose: 0171.mp4, mouth: 0399.mp4)"
0104.mp4/0165.mp4/0233.mp4,0196.mp4,fake_video/0196_0104_0165_0233.mp4,"Change the face after combining 4 face parts(face: 0196.mp4, eyes: 0104.mp4, nose: 0165.mp4, mouth: 0233.mp4)"
0108.mp4/0032.mp4/0319.mp4,0197.mp4,fake_video/0197_0108_0032_0319.mp4,"Change the face after combining 4 face parts(face: 0197.mp4, eyes: 0108.mp4, nose: 0032.mp4, mouth: 0319.mp4)"
0573.mp4/0344.mp4/0135.mp4,0198.mp4,fake_video/0198_0573_0344_0135.mp4,"Change the face after combining 4 face parts(face: 0198.mp4, eyes: 0573.mp4, nose: 0344.mp4, mouth: 0135.mp4)"
0406.mp4/0052.mp4/0251.mp4,0199.mp4,fake_video/0199_0406_0052_0251.mp4,"Change the face after combining 4 face parts(face: 0199.mp4, eyes: 0406.mp4, nose: 0052.mp4, mouth: 0251.mp4)"
0397.mp4/0277.mp4/0335.mp4,0200.mp4,fake_video/0200_0397_0277_0335.mp4,"Change the face after combining 4 face parts(face: 0200.mp4, eyes: 0397.mp4, nose: 0277.mp4, mouth: 0335.mp4)"
0209.mp4/0036.mp4/0187.mp4,0201.mp4,fake_video/0201_0209_0036_0187.mp4,"Change the face after combining 4 face parts(face: 0201.mp4, eyes: 0209.mp4, nose: 0036.mp4, mouth: 0187.mp4)"
0334.mp4/0556.mp4/0304.mp4,0202.mp4,fake_video/0202_0334_0556_0304.mp4,"Change the face after combining 4 face parts(face: 0202.mp4, eyes: 0334.mp4, nose: 0556.mp4, mouth: 0304.mp4)"
0558.mp4/0230.mp4/0100.mp4,0203.mp4,fake_video/0203_0558_0230_0100.mp4,"Change the face after combining 4 face parts(face: 0203.mp4, eyes: 0558.mp4, nose: 0230.mp4, mouth: 0100.mp4)"
0457.mp4/0405.mp4/0227.mp4,0204.mp4,fake_video/0204_0457_0405_0227.mp4,"Change the face after combining 4 face parts(face: 0204.mp4, eyes: 0457.mp4, nose: 0405.mp4, mouth: 0227.mp4)"
0392.mp4/0429.mp4/0295.mp4,0205.mp4,fake_video/0205_0392_0429_0295.mp4,"Change the face after combining 4 face parts(face: 0205.mp4, eyes: 0392.mp4, nose: 0429.mp4, mouth: 0295.mp4)"
0203.mp4/0531.mp4/0293.mp4,0206.mp4,fake_video/0206_0203_0531_0293.mp4,"Change the face after combining 4 face parts(face: 0206.mp4, eyes: 0203.mp4, nose: 0531.mp4, mouth: 0293.mp4)"
0152.mp4/0315.mp4/0068.mp4,0207.mp4,fake_video/0207_0152_0315_0068.mp4,"Change the face after combining 4 face parts(face: 0207.mp4, eyes: 0152.mp4, nose: 0315.mp4, mouth: 0068.mp4)"
0536.mp4/0393.mp4/0426.mp4,0208.mp4,fake_video/0208_0536_0393_0426.mp4,"Change the face after combining 4 face parts(face: 0208.mp4, eyes: 0536.mp4, nose: 0393.mp4, mouth: 0426.mp4)"
0227.mp4/0021.mp4/0404.mp4,0209.mp4,fake_video/0209_0227_0021_0404.mp4,"Change the face after combining 4 face parts(face: 0209.mp4, eyes: 0227.mp4, nose: 0021.mp4, mouth: 0404.mp4)"
0226.mp4/0346.mp4/0277.mp4,0210.mp4,fake_video/0210_0226_0346_0277.mp4,"Change the face after combining 4 face parts(face: 0210.mp4, eyes: 0226.mp4, nose: 0346.mp4, mouth: 0277.mp4)"
0515.mp4/0204.mp4/0569.mp4,0211.mp4,fake_video/0211_0515_0204_0569.mp4,"Change the face after combining 4 face parts(face: 0211.mp4, eyes: 0515.mp4, nose: 0204.mp4, mouth: 0569.mp4)"
0290.mp4/0466.mp4/0088.mp4,0212.mp4,fake_video/0212_0290_0466_0088.mp4,"Change the face after combining 4 face parts(face: 0212.mp4, eyes: 0290.mp4, nose: 0466.mp4, mouth: 0088.mp4)"
0090.mp4/0276.mp4/0287.mp4,0213.mp4,fake_video/0213_0090_0276_0287.mp4,"Change the face after combining 4 face parts(face: 0213.mp4, eyes: 0090.mp4, nose: 0276.mp4, mouth: 0287.mp4)"
0340.mp4/0463.mp4/0235.mp4,0214.mp4,fake_video/0214_0340_0463_0235.mp4,"Change the face after combining 4 face parts(face: 0214.mp4, eyes: 0340.mp4, nose: 0463.mp4, mouth: 0235.mp4)"
0568.mp4/0204.mp4/0056.mp4,0215.mp4,fake_video/0215_0568_0204_0056.mp4,"Change the face after combining 4 face parts(face: 0215.mp4, eyes: 0568.mp4, nose: 0204.mp4, mouth: 0056.mp4)"
0194.mp4/0034.mp4/0032.mp4,0216.mp4,fake_video/0216_0194_0034_0032.mp4,"Change the face after combining 4 face parts(face: 0216.mp4, eyes: 0194.mp4, nose: 0034.mp4, mouth: 0032.mp4)"
0427.mp4/0401.mp4/0334.mp4,0217.mp4,fake_video/0217_0427_0401_0334.mp4,"Change the face after combining 4 face parts(face: 0217.mp4, eyes: 0427.mp4, nose: 0401.mp4, mouth: 0334.mp4)"
0457.mp4/0569.mp4/0381.mp4,0218.mp4,fake_video/0218_0457_0569_0381.mp4,"Change the face after combining 4 face parts(face: 0218.mp4, eyes: 0457.mp4, nose: 0569.mp4, mouth: 0381.mp4)"
0071.mp4/0049.mp4/0577.mp4,0219.mp4,fake_video/0219_0071_0049_0577.mp4,"Change the face after combining 4 face parts(face: 0219.mp4, eyes: 0071.mp4, nose: 0049.mp4, mouth: 0577.mp4)"
0130.mp4/0250.mp4/0445.mp4,0220.mp4,fake_video/0220_0130_0250_0445.mp4,"Change the face after combining 4 face parts(face: 0220.mp4, eyes: 0130.mp4, nose: 0250.mp4, mouth: 0445.mp4)"
0321.mp4/0012.mp4/0166.mp4,0221.mp4,fake_video/0221_0321_0012_0166.mp4,"Change the face after combining 4 face parts(face: 0221.mp4, eyes: 0321.mp4, nose: 0012.mp4, mouth: 0166.mp4)"
0136.mp4/0551.mp4/0389.mp4,0222.mp4,fake_video/0222_0136_0551_0389.mp4,"Change the face after combining 4 face parts(face: 0222.mp4, eyes: 0136.mp4, nose: 0551.mp4, mouth: 0389.mp4)"
0313.mp4/0347.mp4/0269.mp4,0223.mp4,fake_video/0223_0313_0347_0269.mp4,"Change the face after combining 4 face parts(face: 0223.mp4, eyes: 0313.mp4, nose: 0347.mp4, mouth: 0269.mp4)"
0092.mp4/0210.mp4/0529.mp4,0224.mp4,fake_video/0224_0092_0210_0529.mp4,"Change the face after combining 4 face parts(face: 0224.mp4, eyes: 0092.mp4, nose: 0210.mp4, mouth: 0529.mp4)"
0501.mp4/0428.mp4/0479.mp4,0225.mp4,fake_video/0225_0501_0428_0479.mp4,"Change the face after combining 4 face parts(face: 0225.mp4, eyes: 0501.mp4, nose: 0428.mp4, mouth: 0479.mp4)"
0209.mp4/0482.mp4/0577.mp4,0226.mp4,fake_video/0226_0209_0482_0577.mp4,"Change the face after combining 4 face parts(face: 0226.mp4, eyes: 0209.mp4, nose: 0482.mp4, mouth: 0577.mp4)"
0006.mp4/0563.mp4/0303.mp4,0227.mp4,fake_video/0227_0006_0563_0303.mp4,"Change the face after combining 4 face parts(face: 0227.mp4, eyes: 0006.mp4, nose: 0563.mp4, mouth: 0303.mp4)"
0415.mp4/0048.mp4/0497.mp4,0228.mp4,fake_video/0228_0415_0048_0497.mp4,"Change the face after combining 4 face parts(face: 0228.mp4, eyes: 0415.mp4, nose: 0048.mp4, mouth: 0497.mp4)"
0015.mp4/0083.mp4/0059.mp4,0229.mp4,fake_video/0229_0015_0083_0059.mp4,"Change the face after combining 4 face parts(face: 0229.mp4, eyes: 0015.mp4, nose: 0083.mp4, mouth: 0059.mp4)"
0257.mp4/0074.mp4/0528.mp4,0230.mp4,fake_video/0230_0257_0074_0528.mp4,"Change the face after combining 4 face parts(face: 0230.mp4, eyes: 0257.mp4, nose: 0074.mp4, mouth: 0528.mp4)"
0259.mp4/0171.mp4/0536.mp4,0231.mp4,fake_video/0231_0259_0171_0536.mp4,"Change the face after combining 4 face parts(face: 0231.mp4, eyes: 0259.mp4, nose: 0171.mp4, mouth: 0536.mp4)"
0576.mp4/0171.mp4/0133.mp4,0232.mp4,fake_video/0232_0576_0171_0133.mp4,"Change the face after combining 4 face parts(face: 0232.mp4, eyes: 0576.mp4, nose: 0171.mp4, mouth: 0133.mp4)"
0391.mp4/0045.mp4/0567.mp4,0233.mp4,fake_video/0233_0391_0045_0567.mp4,"Change the face after combining 4 face parts(face: 0233.mp4, eyes: 0391.mp4, nose: 0045.mp4, mouth: 0567.mp4)"
0183.mp4/0540.mp4/0135.mp4,0234.mp4,fake_video/0234_0183_0540_0135.mp4,"Change the face after combining 4 face parts(face: 0234.mp4, eyes: 0183.mp4, nose: 0540.mp4, mouth: 0135.mp4)"
0028.mp4/0589.mp4/0163.mp4,0235.mp4,fake_video/0235_0028_0589_0163.mp4,"Change the face after combining 4 face parts(face: 0235.mp4, eyes: 0028.mp4, nose: 0589.mp4, mouth: 0163.mp4)"
0513.mp4/0506.mp4/0414.mp4,0236.mp4,fake_video/0236_0513_0506_0414.mp4,"Change the face after combining 4 face parts(face: 0236.mp4, eyes: 0513.mp4, nose: 0506.mp4, mouth: 0414.mp4)"
0236.mp4/0077.mp4/0441.mp4,0237.mp4,fake_video/0237_0236_0077_0441.mp4,"Change the face after combining 4 face parts(face: 0237.mp4, eyes: 0236.mp4, nose: 0077.mp4, mouth: 0441.mp4)"
0468.mp4/0199.mp4/0439.mp4,0238.mp4,fake_video/0238_0468_0199_0439.mp4,"Change the face after combining 4 face parts(face: 0238.mp4, eyes: 0468.mp4, nose: 0199.mp4, mouth: 0439.mp4)"
0322.mp4/0236.mp4/0256.mp4,0239.mp4,fake_video/0239_0322_0236_0256.mp4,"Change the face after combining 4 face parts(face: 0239.mp4, eyes: 0322.mp4, nose: 0236.mp4, mouth: 0256.mp4)"
0550.mp4/0466.mp4/0306.mp4,0240.mp4,fake_video/0240_0550_0466_0306.mp4,"Change the face after combining 4 face parts(face: 0240.mp4, eyes: 0550.mp4, nose: 0466.mp4, mouth: 0306.mp4)"
0026.mp4/0376.mp4/0199.mp4,0241.mp4,fake_video/0241_0026_0376_0199.mp4,"Change the face after combining 4 face parts(face: 0241.mp4, eyes: 0026.mp4, nose: 0376.mp4, mouth: 0199.mp4)"
0338.mp4/0324.mp4/0101.mp4,0242.mp4,fake_video/0242_0338_0324_0101.mp4,"Change the face after combining 4 face parts(face: 0242.mp4, eyes: 0338.mp4, nose: 0324.mp4, mouth: 0101.mp4)"
0419.mp4/0031.mp4/0411.mp4,0243.mp4,fake_video/0243_0419_0031_0411.mp4,"Change the face after combining 4 face parts(face: 0243.mp4, eyes: 0419.mp4, nose: 0031.mp4, mouth: 0411.mp4)"
0058.mp4/0199.mp4/0587.mp4,0244.mp4,fake_video/0244_0058_0199_0587.mp4,"Change the face after combining 4 face parts(face: 0244.mp4, eyes: 0058.mp4, nose: 0199.mp4, mouth: 0587.mp4)"
0288.mp4/0441.mp4/0271.mp4,0245.mp4,fake_video/0245_0288_0441_0271.mp4,"Change the face after combining 4 face parts(face: 0245.mp4, eyes: 0288.mp4, nose: 0441.mp4, mouth: 0271.mp4)"
0133.mp4/0253.mp4/0353.mp4,0246.mp4,fake_video/0246_0133_0253_0353.mp4,"Change the face after combining 4 face parts(face: 0246.mp4, eyes: 0133.mp4, nose: 0253.mp4, mouth: 0353.mp4)"
0519.mp4/0466.mp4/0068.mp4,0247.mp4,fake_video/0247_0519_0466_0068.mp4,"Change the face after combining 4 face parts(face: 0247.mp4, eyes: 0519.mp4, nose: 0466.mp4, mouth: 0068.mp4)"
0201.mp4/0048.mp4/0074.mp4,0248.mp4,fake_video/0248_0201_0048_0074.mp4,"Change the face after combining 4 face parts(face: 0248.mp4, eyes: 0201.mp4, nose: 0048.mp4, mouth: 0074.mp4)"
0113.mp4/0499.mp4/0111.mp4,0249.mp4,fake_video/0249_0113_0499_0111.mp4,"Change the face after combining 4 face parts(face: 0249.mp4, eyes: 0113.mp4, nose: 0499.mp4, mouth: 0111.mp4)"
0407.mp4/0309.mp4/0458.mp4,0250.mp4,fake_video/0250_0407_0309_0458.mp4,"Change the face after combining 4 face parts(face: 0250.mp4, eyes: 0407.mp4, nose: 0309.mp4, mouth: 0458.mp4)"
